CLAVE MONITOREO,CLAVE SITIO,NOMBRE DEL SITIO,CLAVE ACUÍFERO,ACUÍFERO,ORGANISMO CUENCA,ESTADO,MUNICIPIO,CUERPO DE AGUA,TIPO DE CUERPO DE AGUA,SUBTIPO CUERPO AGUA,LATITUD,LONGITUD,FECHA,Alk,Cond,Hard,TDS,Fe,Mn,F,FC,NO3N,As,Cd,Cr,Hg,Pb
DLCAM262-110617,DLCAM262,POZO DEL SISTEMA DE AGUA POTABLE DE BEL HA,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,CALAKMUL,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,18.93264,-89.31538,2017-06-08,212.55,4969.7,1803.8,3194.0,0.025,0.0015,0.9984,2400.0,2.1734,0.01,0.003,0.005,0.0005,0.005
DLCAM262-270920,DLCAM262,POZO DEL SISTEMA DE AGUA POTABLE DE BEL HA,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,CALAKMUL,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,18.93264,-89.31538,2020-09-22,194.82,3666.0,376.96,2398.0,0.11491,0.0015,2.0459,1.0,1.3889,0.01,0.003,0.005,0.0005,0.005
DLCAM266-100313,DLCAM266,POZO 1 DEL SISTEMA DE AGUA POTABLE DE ESCARCEGA,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,ESCÁRCEGA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,18.6058,-90.72135,2013-03-08,396.68,1094.0,664.7,700.16,0.739,0.0015,1.1286,2.0,2.5455,0.01,0.003,0.005,0.0005,0.005
DLCAM266-240814,DLCAM266,POZO 1 DEL SISTEMA DE AGUA POTABLE DE ESCARCEGA,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,ESCÁRCEGA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,18.6058,-90.72135,2014-08-22,411.9,1023.0,568.0,789.0,0.025,0.0015,0.631,3.0,2.401,0.01,0.003,0.005,0.0005,0.005
DLCAM266-220215,DLCAM266,POZO 1 DEL SISTEMA DE AGUA POTABLE DE ESCARCEGA,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,ESCÁRCEGA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,18.6058,-90.72135,2015-02-18,406.0,1052.0,518.6,640.0,0.025,0.0015,0.5258,3.0,1.8718,0.01,0.003,0.005,0.0005,0.005
DLCAM266-110617,DLCAM266,POZO 1 DEL SISTEMA DE AGUA POTABLE DE ESCARCEGA,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,ESCÁRCEGA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,18.6058,-90.72135,2017-06-09,336.83,1528.7,493.88,657.0,0.025,0.0015,0.2,30.0,1.8987,0.01,0.003,0.005,0.0005,0.005
DLCAM266-161218,DLCAM266,POZO 1 DEL SISTEMA DE AGUA POTABLE DE ESCARCEGA,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,ESCÁRCEGA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,18.6058,-90.72135,2018-12-12,149.18,1053.0,242.35,449.0,0.1977,0.0025,0.2,30.0,4.1113,0.01,0.003,0.005,0.0005,0.005
DLCAM266-270920,DLCAM266,POZO 1 DEL SISTEMA DE AGUA POTABLE DE ESCARCEGA,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,ESCÁRCEGA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,18.6058,-90.72135,2020-09-21,147.07,1044.0,238.81,712.0,0.2008,0.0024,0.4386,1.0,1.0532,0.01,0.003,0.005,0.0005,0.005
DLCAM266-190921,DLCAM266,POZO 1 DEL SISTEMA DE AGUA POTABLE DE ESCARCEGA,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,ESCÁRCEGA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,18.6058,-90.72135,2021-09-16,310.78,1068.0,364.71,701.0,0.11725,0.0015,1.5703,1.0,6.0795,0.01,0.003,0.005,0.0005,0.005
DLCAM267-260513,DLCAM267,POZO 4 DEL SISTEMA DE AGUA POTABLE DE CHICBUL,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,CARMEN,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,18.77386,-90.92259,2013-05-22,343.0,987.0,428.67,631.6800000000001,0.025,0.0015,0.5188,2.0,4.2987,0.01,0.003,0.005,0.0005,0.005
DLCAM267-110514,DLCAM267,POZO 4 DEL SISTEMA DE AGUA POTABLE DE CHICBUL,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,CARMEN,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,18.77386,-90.92259,2014-05-14,357.8,486.0,455.8,935.0,0.025,0.0015,0.313,90.0,7.4,0.01,0.003,0.005,0.0005,0.005
DLCAM267-260715,DLCAM267,POZO 4 DEL SISTEMA DE AGUA POTABLE DE CHICBUL,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,CARMEN,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,18.77386,-90.92259,2015-07-20,366.3,675.0,553.15,650.0,0.09,0.0015,0.2484,3.0,4.8368,0.01,0.003,0.005,0.0005,0.005
DLCAM267-240716,DLCAM267,POZO 4 DEL SISTEMA DE AGUA POTABLE DE CHICBUL,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,CARMEN,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,18.77386,-90.92259,2016-08-16,305.55,938.0,308.52,612.0,0.0701,0.0015,0.9832,3.0,8.5935,0.01,0.003,0.005,0.0005,0.005
DLCAM267-110617,DLCAM267,POZO 4 DEL SISTEMA DE AGUA POTABLE DE CHICBUL,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,CARMEN,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,18.77386,-90.92259,2017-06-05,344.18,1027.0,395.49,598.0,0.025,0.0015,0.2,90.0,6.3214,0.01,0.003,0.005,0.0005,0.005
DLCAM267-250218,DLCAM267,POZO 4 DEL SISTEMA DE AGUA POTABLE DE CHICBUL,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,CARMEN,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,18.77386,-90.92259,2018-02-21,215.48,895.7,178.43,624.0,0.2137,0.0015,0.5853,30.0,3.7921,0.01,0.003,0.005,0.0005,0.005
DLCAM267-161218,DLCAM267,POZO 4 DEL SISTEMA DE AGUA POTABLE DE CHICBUL,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,CARMEN,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,18.77386,-90.92259,2018-12-12,123.83,958.0,269.71,655.0,0.279,0.0015,0.2,30.0,9.4095,0.01,0.003,0.005,0.0005,0.005
DLCAM267-270920,DLCAM267,POZO 4 DEL SISTEMA DE AGUA POTABLE DE CHICBUL,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,CARMEN,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,18.77386,-90.92259,2020-09-21,173.81,1022.0,256.57,693.0,0.2641,0.0015,0.2079,1.0,0.9395,0.01,0.003,0.005,0.0005,0.005
DLCAM5388-040916,DLCAM5388,POZO DE A.P. EL RAMONAL,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,CANDELARIA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,17.83397,-90.66071,2016-08-15,185.27,2289.0,1700.6,1388.0,0.068,0.0479,0.6559,3.0,0.0415,0.01,0.003,0.005,0.0005,0.005
DLCAM5388-110617,DLCAM5388,POZO DE A.P. EL RAMONAL,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,CANDELARIA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,17.83397,-90.66071,2017-06-09,193.05,3803.0,1311.86,2621.0,0.025,0.0015,0.3869,30.0,0.0541,0.01,0.003,0.005,0.0005,0.005
DLCAM5388-270920,DLCAM5388,POZO DE A.P. EL RAMONAL,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,CANDELARIA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,17.83397,-90.66071,2020-09-21,289.37,2073.0,707.55,1379.0,0.11319,0.0831,0.8061,1.0,0.6267,0.01,0.003,0.005,0.0005,0.005
DLCAM5389-040916,DLCAM5389,POZO DE A.P. JUSTO SIERRA,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,CANDELARIA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,17.94648,-90.73954,2016-08-15,119.31,1615.0,1087.33,1120.0,0.3171,0.0015,0.5866,3.0,0.207,0.01,0.003,0.005,0.0005,0.005
DLCAM5389-110617,DLCAM5389,POZO DE A.P. JUSTO SIERRA,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,CANDELARIA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,17.94648,-90.73954,2017-06-09,148.2,2487.7,974.25,1536.0,0.025,0.0015,0.2,30.0,0.4385,0.01,0.003,0.005,0.0005,0.005
DLCAM5389-270920,DLCAM5389,POZO DE A.P. JUSTO SIERRA,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,CANDELARIA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,17.94648,-90.73954,2020-09-21,165.22,1868.0,428.27,1258.0,0.2399,0.03711,1.716,1.0,1.3526,0.01,0.003,0.005,0.0005,0.005
DLCAM5390-040916,DLCAM5390,POZO DE A.P. NUEVO COAHUILA,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,CANDELARIA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,17.89228,-90.77618,2016-08-15,246.38,1259.0,810.79,904.0,0.025,0.0015,0.5336,3.0,2.2689,0.01,0.003,0.005,0.0005,0.005
DLCAM5390-110617,DLCAM5390,POZO DE A.P. NUEVO COAHUILA,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,CANDELARIA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,17.89228,-90.77618,2017-06-09,268.13,2103.3,756.25,1178.0,0.025,0.0015,0.2,150.0,1.1079,0.01,0.003,0.005,0.0005,0.005
DLCAM5390-270920,DLCAM5390,POZO DE A.P. NUEVO COAHUILA,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,CANDELARIA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,17.89228,-90.77618,2020-09-21,187.18,1414.0,479.58,953.0,0.49037,0.00519,0.8564,1.0,1.2513,0.01,0.003,5.0032,0.0005,0.005
DLCAM5391-040916,DLCAM5391,POZO DE A.P. NUEVO PROGRESO (CAMPO MENONITA). ,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,HOPELCHÉN,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,19.67761,-89.67811,2016-08-17,399.64,1538.0,443.96,1066.0,0.0839,0.0015,0.5841,3.0,18.6741,0.01,0.003,0.005,0.0005,0.005
DLCAM5391-110617,DLCAM5391,POZO DE A.P. NUEVO PROGRESO (CAMPO MENONITA). ,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,HOPELCHÉN,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,19.67761,-89.67811,2017-06-08,351.98,2432.0,212.21,1026.0,0.025,0.0015,0.5052,430.0,9.1075,0.01,0.003,0.005,0.0005,0.005
DLCAM5391-270920,DLCAM5391,POZO DE A.P. NUEVO PROGRESO (CAMPO MENONITA). ,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,CAMPECHE,HOPELCHÉN,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,19.67761,-89.67811,2020-09-22,448.85,1623.0,246.7,1074.0,0.0789,0.0015,1.4876,40.0,0.8826,0.01,0.003,0.005,0.0005,0.005
DLCHI291-310814,DLCHI291,CONEJOS-MEDANOS 2,823,CONEJOS-MEDANOS,RÍO BRAVO,CHIHUAHUA,JUÁREZ,ACUÍFERO CONEJOS-MEDANOS,SUBTERRÁNEO,POZO,31.74933,-106.76219,2014-09-17,56.7,1030.0,58.7,592.0,0.025,0.0028,0.729,3.0,3.134,0.0205,0.003,0.005,0.0005,0.005
DLCHI291-210615,DLCHI291,CONEJOS-MEDANOS 2,823,CONEJOS-MEDANOS,RÍO BRAVO,CHIHUAHUA,JUÁREZ,ACUÍFERO CONEJOS-MEDANOS,SUBTERRÁNEO,POZO,31.74933,-106.76219,2015-06-15,51.76,864.0,89.82,602.0,0.025,0.005929,0.8358,3.0,2.578832,0.0149,0.003,0.005,0.0005,0.005
DLCHI291-240716,DLCHI291,CONEJOS-MEDANOS 2,823,CONEJOS-MEDANOS,RÍO BRAVO,CHIHUAHUA,JUÁREZ,ACUÍFERO CONEJOS-MEDANOS,SUBTERRÁNEO,POZO,31.74933,-106.76219,2016-07-21,51.44,983.0,92.44,600.0,0.035128,0.007792,0.9884,1.0,2.333355,0.0219,0.003,0.005,0.0005,0.005
DLCHI291-170917,DLCHI291,CONEJOS-MEDANOS 2,823,CONEJOS-MEDANOS,RÍO BRAVO,CHIHUAHUA,JUÁREZ,ACUÍFERO CONEJOS-MEDANOS,SUBTERRÁNEO,POZO,31.74933,-106.76219,2017-09-05,61.275,104.6,76.8208,578.0,0.0453,0.0096,0.8576,10.0,2.41554,0.0212,0.003,0.005,0.0005,0.005
DLCHI291-100618,DLCHI291,CONEJOS-MEDANOS 2,823,CONEJOS-MEDANOS,RÍO BRAVO,CHIHUAHUA,JUÁREZ,ACUÍFERO CONEJOS-MEDANOS,SUBTERRÁNEO,POZO,31.74933,-106.76219,2018-07-25,60.5,772.0,78.9438,620.0,0.025,0.0093,0.872,10.0,2.503485,0.0226,0.003,0.005,0.0005,0.005
DLCHI291-120921,DLCHI291,CONEJOS-MEDANOS 2,823,CONEJOS-MEDANOS,RÍO BRAVO,CHIHUAHUA,JUÁREZ,ACUÍFERO CONEJOS-MEDANOS,SUBTERRÁNEO,POZO,31.74933,-106.76219,2021-09-07,51.6,1072.0,81.8934,594.6,0.0369,0.0108,0.9181,10.0,2.19336,0.0285,0.003,0.005,0.0005,0.005
DLCHI296-310814,DLCHI296,VALLE DE JUAREZ 1,833,VALLE DE JUAREZ,RÍO BRAVO,CHIHUAHUA,JUÁREZ,ACUÍFERO VALLE DE JUAREZ,SUBTERRÁNEO,POZO,31.54709,-106.28142,2014-09-18,170.2,1590.0,348.1,1150.0,0.025,0.0042,0.438,3.0,4.173,0.01,0.003,0.005,0.0005,0.005
DLCHI296-210615,DLCHI296,VALLE DE JUAREZ 1,833,VALLE DE JUAREZ,RÍO BRAVO,CHIHUAHUA,JUÁREZ,ACUÍFERO VALLE DE JUAREZ,SUBTERRÁNEO,POZO,31.54709,-106.28142,2015-06-16,147.21,15.83,389.08,1028.0,0.025,0.010918,0.329,3.0,3.212892,0.01,0.003,0.005,0.0005,0.005
DLCHI296-240716,DLCHI296,VALLE DE JUAREZ 1,833,VALLE DE JUAREZ,RÍO BRAVO,CHIHUAHUA,JUÁREZ,ACUÍFERO VALLE DE JUAREZ,SUBTERRÁNEO,POZO,31.54709,-106.28142,2016-07-22,156.7,1789.0,377.88,1036.0,0.273944,0.0018926,0.6471,1.0,4.19014,0.01,0.003,0.005,0.0005,0.005
DLCHI296-250617,DLCHI296,VALLE DE JUAREZ 1,833,VALLE DE JUAREZ,RÍO BRAVO,CHIHUAHUA,JUÁREZ,ACUÍFERO VALLE DE JUAREZ,SUBTERRÁNEO,POZO,31.54709,-106.28142,2017-06-12,180.36,1624.0,379.068,1088.0,0.0336,0.0228,0.3816,1.0,2.57223,0.01,0.003,0.0053,0.0005,0.005
DLCHI296-100618,DLCHI296,VALLE DE JUAREZ 1,833,VALLE DE JUAREZ,RÍO BRAVO,CHIHUAHUA,JUÁREZ,ACUÍFERO VALLE DE JUAREZ,SUBTERRÁNEO,POZO,31.54709,-106.28142,2018-06-11,160.925,1257.0,370.3554,1082.0,0.025,0.0194,0.4087,10.0,3.0484,0.01,0.003,0.005,0.0005,0.005
DLCHI296-141018,DLCHI296,VALLE DE JUAREZ 1,833,VALLE DE JUAREZ,RÍO BRAVO,CHIHUAHUA,JUÁREZ,ACUÍFERO VALLE DE JUAREZ,SUBTERRÁNEO,POZO,31.54709,-106.28142,2018-10-09,165.025,1644.0,369.519,1084.0,0.025,0.0225,0.4164,10.0,2.481753,0.01,0.003,0.005,0.0005,0.005
DLCHI296-270920,DLCHI296,VALLE DE JUAREZ 1,833,VALLE DE JUAREZ,RÍO BRAVO,CHIHUAHUA,JUÁREZ,ACUÍFERO VALLE DE JUAREZ,SUBTERRÁNEO,POZO,31.54709,-106.28142,2020-09-22,169.725,1626.0,367.0064,1072.0,0.025,0.0231,0.3963,10.0,2.510057,0.01,0.003,0.005,0.0005,0.005
DLCHI297-310814,DLCHI297,VALLE DE JUAREZ 2,833,VALLE DE JUAREZ,RÍO BRAVO,CHIHUAHUA,GUADALUPE,ACUÍFERO VALLE DE JUAREZ,SUBTERRÁNEO,POZO,31.34143,-106.11205,2014-09-18,302.1,17850.0,4187.0,13278.0,1.641,0.7993,0.654,3.0,0.057,0.01,0.003,0.005,0.0005,0.005
DLCHI297-210615,DLCHI297,VALLE DE JUAREZ 2,833,VALLE DE JUAREZ,RÍO BRAVO,CHIHUAHUA,GUADALUPE,ACUÍFERO VALLE DE JUAREZ,SUBTERRÁNEO,POZO,31.34143,-106.11205,2015-06-16,214.78,17.76,4925.13,13882.0,8.10104,2.30914,0.5312,9.0,0.02,0.01,0.003,0.005,0.0005,0.005
DLCHI297-250617,DLCHI297,VALLE DE JUAREZ 2,833,VALLE DE JUAREZ,RÍO BRAVO,CHIHUAHUA,GUADALUPE,ACUÍFERO VALLE DE JUAREZ,SUBTERRÁNEO,POZO,31.34143,-106.11205,2017-10-23,209.04,1409.0,102.45,901.76,0.0287,0.0015,1.9408,10.0,11.96607,0.01,0.003,0.005,0.00204,0.005
DLCHI297-040318,DLCHI297,VALLE DE JUAREZ 2,833,VALLE DE JUAREZ,RÍO BRAVO,CHIHUAHUA,GUADALUPE,ACUÍFERO VALLE DE JUAREZ,SUBTERRÁNEO,POZO,31.34143,-106.11205,2018-07-26,225.5,960.0,103.2342,812.0,0.0725,0.0021,1.8638,10.0,1.448032,0.01,0.003,0.005,0.0005,0.005
DLCHI297-141018,DLCHI297,VALLE DE JUAREZ 2,833,VALLE DE JUAREZ,RÍO BRAVO,CHIHUAHUA,GUADALUPE,ACUÍFERO VALLE DE JUAREZ,SUBTERRÁNEO,POZO,31.34143,-106.11205,2018-10-09,200.9,1209.0,107.8596,780.0,0.0323,0.0015,1.8353,10.0,0.864756,0.01,0.003,0.005,0.0005,0.005
DLCHI297-270920,DLCHI297,VALLE DE JUAREZ 2,833,VALLE DE JUAREZ,RÍO BRAVO,CHIHUAHUA,GUADALUPE,ACUÍFERO VALLE DE JUAREZ,SUBTERRÁNEO,POZO,31.34143,-106.11205,2020-09-22,204.765,1263.0,99.73,776.0,0.0382,0.0015,1.8247,10.0,1.458402,0.01,0.003,0.005,0.0005,0.005
DLCHI297-120921,DLCHI297,VALLE DE JUAREZ 2,833,VALLE DE JUAREZ,RÍO BRAVO,CHIHUAHUA,GUADALUPE,ACUÍFERO VALLE DE JUAREZ,SUBTERRÁNEO,POZO,31.34143,-106.11205,2021-09-07,202.1,1460.0,99.87,818.0,0.2355,0.0031,2.1004,10.0,1.326395,0.01,0.003,0.005,0.0005,0.005
DLCHI300-310814,DLCHI300,VALLE DE JUAREZ 3,833,VALLE DE JUAREZ,RÍO BRAVO,CHIHUAHUA,PRAXEDIS G. GUERRERO,ACUÍFERO VALLE DE JUAREZ,SUBTERRÁNEO,POZO,31.27197,-105.8813,2014-09-18,376.3,9060.0,2535.3,7000.0,1.538,1.5691,0.74,23.0,0.195,0.01,0.003,0.005,0.0005,0.005
DLCHI300-210615,DLCHI300,VALLE DE JUAREZ 3,833,VALLE DE JUAREZ,RÍO BRAVO,CHIHUAHUA,PRAXEDIS G. GUERRERO,ACUÍFERO VALLE DE JUAREZ,SUBTERRÁNEO,POZO,31.27197,-105.8813,2015-06-16,324.59,7336.0,2834.66,5966.0,3.04413,3.323,0.87,3.0,0.099034,0.01,0.003,0.005,0.0005,0.005
DLCHI300-240716,DLCHI300,VALLE DE JUAREZ 3,833,VALLE DE JUAREZ,RÍO BRAVO,CHIHUAHUA,PRAXEDIS G. GUERRERO,ACUÍFERO VALLE DE JUAREZ,SUBTERRÁNEO,POZO,31.27197,-105.8813,2016-07-22,336.37,8613.0,1847.44,9838.0,5.6651,4.47335,1.2,10.0,1.023508,0.01,0.003,0.005,0.0005,0.005
DLCHI300-250617,DLCHI300,VALLE DE JUAREZ 3,833,VALLE DE JUAREZ,RÍO BRAVO,CHIHUAHUA,PRAXEDIS G. GUERRERO,ACUÍFERO VALLE DE JUAREZ,SUBTERRÁNEO,POZO,31.27197,-105.8813,2017-06-12,197.64,2420.0,506.8128,1764.0,1.104,0.573,0.4833,1500.0,0.02137,0.01,0.003,0.005,0.0005,0.005
DLCHI300-100618,DLCHI300,VALLE DE JUAREZ 3,833,VALLE DE JUAREZ,RÍO BRAVO,CHIHUAHUA,PRAXEDIS G. GUERRERO,ACUÍFERO VALLE DE JUAREZ,SUBTERRÁNEO,POZO,31.27197,-105.8813,2018-06-11,308.525,4270.0,1396.422,4272.0,2.462,1.893,0.4634,75.0,0.1265,0.01,0.003,0.005,0.0005,0.005
DLCHI300-270920,DLCHI300,VALLE DE JUAREZ 3,833,VALLE DE JUAREZ,RÍO BRAVO,CHIHUAHUA,PRAXEDIS G. GUERRERO,ACUÍFERO VALLE DE JUAREZ,SUBTERRÁNEO,POZO,31.27197,-105.8813,2020-09-22,213.525,1362.0,789.8616,2548.0,4.65,1.058,0.4605,309.0,0.038281,0.01,0.003,0.005,0.0005,0.005
DLCHI301-261014,DLCHI301,FLORES MAGON-VILLA AHUMADA 3,821,FLORES MAGON-VILLA AHUMADA,RÍO BRAVO,CHIHUAHUA,AHUMADA,ACUÍFERO FLORES MAGON-VILLA AHUMADA,SUBTERRÁNEO,POZO,30.15929,-106.43805,2014-09-21,179.9,354.0,108.0,272.0,0.176,0.0049,1.369,31.0,1.086,0.01,0.003,0.005,0.0005,0.005
DLCHI301-170618,DLCHI301,FLORES MAGON-VILLA AHUMADA 3,821,FLORES MAGON-VILLA AHUMADA,RÍO BRAVO,CHIHUAHUA,AHUMADA,ACUÍFERO FLORES MAGON-VILLA AHUMADA,SUBTERRÁNEO,POZO,30.15929,-106.43805,2018-08-10,171.6,286.0,80.968,236.0,0.025,0.0015,1.3124,75.0,1.461337,0.01,0.003,0.005,0.0005,0.005
DLCHI301-021218,DLCHI301,FLORES MAGON-VILLA AHUMADA 3,821,FLORES MAGON-VILLA AHUMADA,RÍO BRAVO,CHIHUAHUA,AHUMADA,ACUÍFERO FLORES MAGON-VILLA AHUMADA,SUBTERRÁNEO,POZO,30.15929,-106.43805,2018-10-10,181.425,428.0,132.2446,248.0,0.025,0.0015,1.4755,10.0,1.495124,0.01,0.003,0.005,0.0005,0.005
DLCHI301-270920,DLCHI301,FLORES MAGON-VILLA AHUMADA 3,821,FLORES MAGON-VILLA AHUMADA,RÍO BRAVO,CHIHUAHUA,AHUMADA,ACUÍFERO FLORES MAGON-VILLA AHUMADA,SUBTERRÁNEO,POZO,30.15929,-106.43805,2020-09-21,177.39,440.0,97.7354,241.0,0.0564,0.003,0.2,201.0,1.502923,0.01,0.003,0.005,0.0005,0.005
DLCHI301-120921,DLCHI301,FLORES MAGON-VILLA AHUMADA 3,821,FLORES MAGON-VILLA AHUMADA,RÍO BRAVO,CHIHUAHUA,AHUMADA,ACUÍFERO FLORES MAGON-VILLA AHUMADA,SUBTERRÁNEO,POZO,30.15929,-106.43805,2021-09-07,138.675,430.0,65.9142,320.8,0.4713,0.0238,1.3858,512.0,2.851843,0.01,0.003,0.005,0.0005,0.005
DLCHI302-261014,DLCHI302,FLORES MAGON-VILLA AHUMADA 1,821,FLORES MAGON-VILLA AHUMADA,RÍO BRAVO,CHIHUAHUA,BUENAVENTURA,ACUÍFERO FLORES MAGON-VILLA AHUMADA,SUBTERRÁNEO,POZO,30.21411,-106.84755,2014-09-14,186.9,391.0,188.0,340.0,0.025,0.0015,2.334,1.0,5.479,0.01,0.003,0.005,0.00231,0.005
DLCHI302-190415,DLCHI302,FLORES MAGON-VILLA AHUMADA 1,821,FLORES MAGON-VILLA AHUMADA,RÍO BRAVO,CHIHUAHUA,BUENAVENTURA,ACUÍFERO FLORES MAGON-VILLA AHUMADA,SUBTERRÁNEO,POZO,30.21411,-106.84755,2015-05-06,80.56,553.0,171.78,388.0,0.21,0.0099,3.825583,1.0,2.634042,0.01,0.003,0.005,0.0005,0.005
DLCHI302-250916,DLCHI302,FLORES MAGON-VILLA AHUMADA 1,821,FLORES MAGON-VILLA AHUMADA,RÍO BRAVO,CHIHUAHUA,BUENAVENTURA,ACUÍFERO FLORES MAGON-VILLA AHUMADA,SUBTERRÁNEO,POZO,30.21411,-106.84755,2016-05-30,190.63,903.0,200.81,348.0,0.0277,0.0015,2.571329,1.0,3.793738,0.01,0.003,0.0098,0.0005,0.005
DLCHI302-180617,DLCHI302,FLORES MAGON-VILLA AHUMADA 1,821,FLORES MAGON-VILLA AHUMADA,RÍO BRAVO,CHIHUAHUA,BUENAVENTURA,ACUÍFERO FLORES MAGON-VILLA AHUMADA,SUBTERRÁNEO,POZO,30.21411,-106.84755,2017-06-22,193.815,567.0,181.382,392.0,0.025,0.0015,2.0448,20.0,5.37877,0.01,0.003,0.005,0.0005,0.005
DLCHI302-100618,DLCHI302,FLORES MAGON-VILLA AHUMADA 1,821,FLORES MAGON-VILLA AHUMADA,RÍO BRAVO,CHIHUAHUA,BUENAVENTURA,ACUÍFERO FLORES MAGON-VILLA AHUMADA,SUBTERRÁNEO,POZO,30.21411,-106.84755,2018-08-10,190.3,364.0,178.1296,348.0,0.025,0.0015,2.5191,10.0,5.505034,0.01,0.003,0.005,0.0005,0.005
